pr_number,policy_risk_score,policy_risk_band,triggered_rule_count,critical_rule_count,high_rule_count,triggered_rules,triggered_categories,recommended_actions,manual_review_required
5602,88,Critical,6,0,3,PR005 | PR007 | PR009 | PR010 | PR011 | PR012,Complexity | Governance | Operations | Security,"Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Split the PR where practical and require a structured review plan before approval. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5607,18,Low,1,0,1,PR001,Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed.",False
5609,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5610,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5611,0,Low,0,0,0,,,,False
5613,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5614,60,High,4,0,2,PR003 | PR007 | PR011 | PR012,Complexity | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5615,68,High,5,0,2,PR002 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5617,54,High,5,0,1,PR002 | PR007 | PR010 | PR011 | PR012,Complexity | Documentation | Governance | Operations,"Expand the description with implementation context, testing evidence and reviewer guidance. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5623,68,High,5,0,2,PR002 | PR003 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5629,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5630,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5634,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5643,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5647,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5659,0,Low,0,0,0,,,,False
5671,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5672,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5674,0,Low,0,0,0,,,,False
5678,60,High,4,0,2,PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5685,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5693,0,Low,0,0,0,,,,False
5695,88,Critical,4,1,3,PR003 | PR005 | PR006 | PR011,Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5698,0,Low,0,0,0,,,,False
5700,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5701,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5702,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5706,78,Critical,6,0,2,PR003 | PR004 | PR007 | PR010 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5708,0,Low,0,0,0,,,,False
5713,100,Critical,7,1,4,PR003 | PR005 | PR006 | PR007 | PR009 | PR011 | PR012,Complexity | Governance | Operations | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Split the PR where practical and require a structured review plan before approval. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5717,0,Low,0,0,0,,,,False
5723,0,Low,0,0,0,,,,False
5727,92,Critical,6,0,3,PR003 | PR004 | PR007 | PR009 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Split the PR where practical and require a structured review plan before approval. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5730,68,High,4,0,3,PR001 | PR003 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5731,46,High,4,0,1,PR002 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations,"Expand the description with implementation context, testing evidence and reviewer guidance. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5732,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5735,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5736,40,High,3,0,1,PR008 | PR011 | PR012,Complexity | Governance,Consider splitting the change or assign additional review capacity to reduce review risk. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.,True
5737,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5742,0,Low,0,0,0,,,,False
5743,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5750,88,Critical,4,1,3,PR003 | PR005 | PR006 | PR011,Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5754,78,Critical,6,0,2,PR002 | PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5757,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5761,0,Low,0,0,0,,,,False
5765,98,Critical,5,1,3,PR003 | PR005 | PR006 | PR011 | PR012,Complexity | Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5767,88,Critical,6,0,3,PR005 | PR007 | PR009 | PR010 | PR011 | PR012,Complexity | Governance | Operations | Security,"Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Split the PR where practical and require a structured review plan before approval. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5772,80,Critical,5,0,3,PR005 | PR007 | PR009 | PR011 | PR012,Complexity | Governance | Operations | Security,"Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Split the PR where practical and require a structured review plan before approval. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5777,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5780,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5788,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5793,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5795,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5797,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5798,96,Critical,5,1,3,PR002 | PR003 | PR005 | PR006 | PR011,Documentation | Governance | Security | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5799,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5800,68,High,4,0,3,PR001 | PR003 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5801,0,Low,0,0,0,,,,False
5807,66,High,6,0,1,PR002 | PR007 | PR008 | PR010 | PR011 | PR012,Complexity | Documentation | Governance | Operations,"Expand the description with implementation context, testing evidence and reviewer guidance. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Consider splitting the change or assign additional review capacity to reduce review risk. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5808,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5811,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5812,70,Critical,4,0,3,PR005 | PR009 | PR011 | PR012,Complexity | Governance | Security,"Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Split the PR where practical and require a structured review plan before approval. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5818,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5824,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5826,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5827,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5829,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5844,100,Critical,7,1,3,PR003 | PR004 | PR005 | PR006 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5845,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5858,42,High,3,0,1,PR003 | PR004 | PR012,Complexity | Documentation | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5865,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5874,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5875,0,Low,0,0,0,,,,False
5885,22,Moderate,1,0,1,PR003,Testing,"Add or update automated tests, or document why additional tests are not required.",False
5896,20,Moderate,2,0,0,PR004 | PR012,Complexity | Documentation,"Update user, developer or operational documentation where the change affects expected behaviour. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5898,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5899,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5900,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5903,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5911,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5917,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5923,0,Low,0,0,0,,,,False
5924,68,High,4,0,3,PR001 | PR003 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5928,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5938,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5945,78,Critical,6,0,2,PR002 | PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5950,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5955,0,Low,0,0,0,,,,False
5962,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5966,0,Low,0,0,0,,,,False
5982,0,Low,0,0,0,,,,False
6013,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
